"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"nqrF","","Na(+)-translocating NADH-quinone reductase subunit F","50","85","14","59","78.125","40.97222222222222","2.4789915966386555","0.007757523037488552","1.0","0.42222755246511257","13","8","9","0.26684570312499983","0.5810546875"
"gcvT_1","","hypothetical protein","14","59","50","85","21.875","59.02777777777778","0.4033898305084746","0.007757523037488552","1.0","0.42222755246511257","25","8","20","0.0040773153305053685","0.10775214433670036"
"dps","","putative protein","44","123","20","21","68.75","14.583333333333334","0.375609756097561","0.007831290957246394","1.0","0.42222755246511257","22","14","13","0.2862787246704102","0.5234670639038081"
"group_2673","","hypothetical protein","20","21","44","123","31.25","85.41666666666666","2.6623376623376624","0.007831290957246394","1.0","0.42222755246511257","21","11","12","0.6636238098144525","1.0"
"group_3896","rutE","malonic semialdehyde reductase RutE","4","30","60","114","6.25","79.16666666666666","0.25333333333333335","0.008021215320002774","1.0","0.42222755246511257","6","2","4","0.6875000000000002","0.6875000000000002"
"group_4232","","hypothetical protein","4","30","60","114","6.25","79.16666666666666","0.25333333333333335","0.008021215320002774","1.0","0.42222755246511257","9","4","5","1.0","1.0"
"group_1141","","putative protein","31","99","33","45","48.4375","31.25","0.42699724517906334","0.00804282621239916","1.0","0.42222755246511257","31","19","20","0.1496127843856811","0.28104151505976926"
"btuB_3","","Vitamin B12 transporter BtuB","4","31","60","113","6.25","78.47222222222221","0.24301075268817204","0.008121515216729798","1.0","0.42222755246511257","9","4","5","1.0","1.0"
"pnuC","","Nicotinamide riboside transporter PnuC","37","110","27","34","57.8125","23.61111111111111","0.4235690235690236","0.008365860035890798","1.0","0.42222755246511257","19","11","14","0.06356811523437494","0.6476058959960938"
"bepA_1","","hypothetical protein","27","34","37","110","42.1875","76.38888888888889","2.360890302066773","0.0083658600358908","1.0","0.42222755246511257","23","16","14","0.09313964843749999","0.4048728942871095"
"group_2992","","hypothetical protein","8","43","56","101","12.5","70.13888888888889","0.33554817275747506","0.00838230901133322","1.0","0.42222755246511257","6","6","5","0.03125","0.21875000000000003"
"group_3011","","hypothetical protein","8","43","56","101","12.5","70.13888888888889","0.33554817275747506","0.00838230901133322","1.0","0.42222755246511257","6","4","4","0.6875000000000002","0.6875000000000002"
"ysdC","","hypothetical protein","8","43","56","101","12.5","70.13888888888889","0.33554817275747506","0.00838230901133322","1.0","0.42222755246511257","11","7","5","0.548828125","0.9999999999999997"
"soxG","","Sarcosine oxidase subunit gamma","8","43","56","101","12.5","70.13888888888889","0.33554817275747506","0.00838230901133322","1.0","0.42222755246511257","10","5","8","0.10937500000000003","1.0"
"group_3615","","hypothetical protein","8","43","56","101","12.5","70.13888888888889","0.33554817275747506","0.00838230901133322","1.0","0.42222755246511257","10","6","7","0.3437499999999999","0.7539062500000002"
"group_10176","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_10178","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_10225","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_10309","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_10359","mshA_2","D-inositol-3-phosphate glycosyltransferase","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_10449","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_10790","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_10927","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_10940","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11427","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_11572","macB_2","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_11704","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_11715","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_11716","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"draG","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_11836","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11842","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11843","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11844","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11845","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11848","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11849","mmcR","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11851","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_11852","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"cof","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_12128","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12211","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_12460","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_12493","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12495","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_12496","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12510","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12512","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12517","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_12668","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12675","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12676","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12677","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12680","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_12681","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_12684","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_12688","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"cse2","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_12755","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_12760","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_12761","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_12762","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_12768","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_12904","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_12905","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_12913","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_12922","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"mcrC","","Protein McrC","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_12931","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_13056","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"rsbX","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13162","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_13429","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13430","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13431","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13432","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13434","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13437","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13438","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13439","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13449","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13450","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13451","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_13849","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_13866","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_13874","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_13875","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_13879","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_13893","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_14884","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_14964","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_14968","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_14972","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_15760","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_17488","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_26481","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_4429","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_7346","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","1","1","0","1.0","1.0"
"group_8632","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_9134","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","3","3","0","0.25","0.25"
"group_9190","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","4","4","0","0.125","0.125"
"group_9281","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"group_9460","","hypothetical protein","4","0","60","144","6.25","100.0","inf","0.008386626191814543","1.0","0.42222755246511257","2","2","0","0.5","0.5"
"cdd","","Cytidine deaminase","48","79","16","65","75.0","45.13888888888889","2.4683544303797467","0.008512369254532425","1.0","0.4278879841619579","14","11","9","0.05737304687500002","0.4239501953124999"
"estA","","Esterase EstA","16","65","48","79","25.0","54.861111111111114","0.40512820512820513","0.008512369254532425","1.0","0.4278879841619579","15","11","9","0.11846923828124997","0.6072387695312501"
"frmR","","Transcriptional repressor FrmR","11","51","53","93","17.1875","64.58333333333334","0.37846836847946724","0.008540806017745348","1.0","0.4289819997553642","16","8","11","0.21011352539062492","1.0"
"pdxH","","Pyridoxine/pyridoxamine 5'-phosphate oxidase","54","138","10","6","84.375","4.166666666666666","0.23478260869565218","0.008615817102574336","1.0","0.4307305578084033","8","5","5","0.7265625000000002","0.7265625000000002"
"group_4251","","hypothetical protein","10","6","54","138","15.625","95.83333333333334","4.2592592592592595","0.008615817102574336","1.0","0.4307305578084033","11","8","4","0.22656250000000003","0.548828125"
"murG_1","","hypothetical protein","10","6","54","138","15.625","95.83333333333334","4.2592592592592595","0.008615817102574336","1.0","0.4307305578084033","12","8","6","0.3876953125000001","1.0"
"group_5703","","hypothetical protein","10","6","54","138","15.625","95.83333333333334","4.2592592592592595","0.008615817102574336","1.0","0.4307305578084033","10","6","5","0.7539062500000002","1.0"
"group_5934","","hypothetical protein","10","6","54","138","15.625","95.83333333333334","4.2592592592592595","0.008615817102574336","1.0","0.4307305578084033","5","4","3","0.375","1.0"
"group_6159","","hypothetical protein","10","6","54","138","15.625","95.83333333333334","4.2592592592592595","0.008615817102574336","1.0","0.4307305578084033","5","4","1","0.375","0.375"
"copB","","Copper resistance protein B","16","64","48","80","25.0","55.55555555555556","0.4166666666666667","0.008694895084569521","1.0","0.4336722264406975","21","11","16","0.026603698730468753","1.0"
"group_2228","","hypothetical protein","16","64","48","80","25.0","55.55555555555556","0.4166666666666667","0.008694895084569521","1.0","0.4336722264406975","20","11","15","0.04138946533203125","0.8238029479980463"
"trmH","","hypothetical protein","16","64","48","80","25.0","55.55555555555556","0.4166666666666667","0.008694895084569521","1.0","0.4336722264406975","16","8","12","0.076812744140625","1.0"
"group_3737","","hypothetical protein","8","42","56","102","12.5","70.83333333333334","0.3469387755102041","0.00874636129864692","1.0","0.43468986315723074","8","7","5","0.0703125","0.7265625000000002"
"bchI","","hypothetical protein","6","37","58","107","9.375","74.30555555555556","0.29916123019571295","0.008749104585796716","1.0","0.43468986315723074","7","5","5","0.4531249999999996","0.4531249999999996"
"nsaD","","2-hydroxychromene-2-carboxylate isomerase","6","37","58","107","9.375","74.30555555555556","0.29916123019571295","0.008749104585796716","1.0","0.43468986315723074","10","6","8","0.10937500000000003","0.7539062500000002"
"group_3386","","hypothetical protein","6","37","58","107","9.375","74.30555555555556","0.29916123019571295","0.008749104585796716","1.0","0.43468986315723074","9","4","6","0.5078125","1.0"
"bphO","","hypothetical protein","6","37","58","107","9.375","74.30555555555556","0.29916123019571295","0.008749104585796716","1.0","0.43468986315723074","10","5","5","1.0","1.0"
"argP","","HTH-type transcriptional regulator ArgP","40","116","24","28","62.5","19.444444444444446","0.40229885057471265","0.008772397777966545","1.0","0.4355105988750943","23","14","13","0.4048728942871095","0.6776394844055175"
"phoA2","","Alkaline phosphatase L","1","18","63","126","1.5625","87.5","0.1111111111111111","0.008932726204343754","1.0","0.4403483183926274","3","1","2","1.0","1.0"
"group_5522","","hypothetical protein","1","18","63","126","1.5625","87.5","0.1111111111111111","0.008932726204343754","1.0","0.4403483183926274","2","1","1","1.0","1.0"
"group_5550","","hypothetical protein","1","18","63","126","1.5625","87.5","0.1111111111111111","0.008932726204343754","1.0","0.4403483183926274","2","1","1","1.0","1.0"
"group_5553","","hypothetical protein","1","18","63","126","1.5625","87.5","0.1111111111111111","0.008932726204343754","1.0","0.4403483183926274","1","1","1","1.0","1.0"
"group_6230","","hypothetical protein","1","18","63","126","1.5625","87.5","0.1111111111111111","0.008932726204343754","1.0","0.4403483183926274","2","1","1","1.0","1.0"
"group_4352","","hypothetical protein","6","36","58","108","9.375","75.0","0.3103448275862069","0.00893283487255135","1.0","0.4403483183926274","6","5","4","0.21875000000000003","0.6875000000000002"
"group_3973","","hypothetical protein","1","19","63","125","1.5625","86.80555555555556","0.10442773600668337","0.008945185233092835","1.0","0.4403483183926274","9","1","8","0.0390625","0.0390625"
"group_4252","","hypothetical protein","1","19","63","125","1.5625","86.80555555555556","0.10442773600668337","0.008945185233092835","1.0","0.4403483183926274","4","1","4","0.125","0.625"
"group_4931","","hypothetical protein","1","19","63","125","1.5625","86.80555555555556","0.10442773600668337","0.008945185233092835","1.0","0.4403483183926274","8","1","7","0.0703125","0.0703125"
"group_5401","","hypothetical protein","1","19","63","125","1.5625","86.80555555555556","0.10442773600668337","0.008945185233092835","1.0","0.4403483183926274","8","1","7","0.0703125","0.0703125"
"group_5410","","hypothetical protein","1","19","63","125","1.5625","86.80555555555556","0.10442773600668337","0.008945185233092835","1.0","0.4403483183926274","4","1","4","0.125","0.625"
"nqrA","","Na(+)-translocating NADH-quinone reductase subunit A","47","77","17","67","73.4375","46.52777777777778","2.4056531703590527","0.008981984254970706","1.0","0.44080973262314627","13","8","9","0.26684570312499983","0.5810546875"
"paaI","","hypothetical protein","17","67","47","77","26.5625","53.47222222222222","0.41568751984757063","0.008981984254970706","1.0","0.44080973262314627","26","15","14","0.5571970939636235","0.8450189828872682"
"group_1921","","hypothetical protein","17","67","47","77","26.5625","53.47222222222222","0.41568751984757063","0.008981984254970706","1.0","0.44080973262314627","23","12","16","0.09313964843749999","0.9999999999999998"
"dap_2","","hypothetical protein","17","67","47","77","26.5625","53.47222222222222","0.41568751984757063","0.008981984254970706","1.0","0.44080973262314627","14","8","10","0.17956542968750003","0.7905273437500004"
"dapA_2","","hypothetical protein","3","26","61","118","4.6875","81.94444444444444","0.223203026481715","0.009077580314641828","1.0","0.44448340899363126","11","3","9","0.06542968749999997","0.22656250000000003"
"group_4202","","hypothetical protein","3","26","61","118","4.6875","81.94444444444444","0.223203026481715","0.009077580314641828","1.0","0.44448340899363126","12","3","9","0.14599609375000003","0.14599609375000003"
"group_4634","","hypothetical protein","3","26","61","118","4.6875","81.94444444444444","0.223203026481715","0.009077580314641828","1.0","0.44448340899363126","5","2","4","0.375","1.0"
"group_3881","","hypothetical protein","3","27","61","117","4.6875","81.25","0.21311475409836064","0.009129864715459114","1.0","0.44636359879968207","12","3","11","0.006347656250000001","0.14599609375000003"
"group_4132","","hypothetical protein","3","27","61","117","4.6875","81.25","0.21311475409836064","0.009129864715459114","1.0","0.44636359879968207","11","2","9","0.06542968749999997","0.06542968749999997"
"ybgC","","Acyl-CoA thioester hydrolase YbgC","56","140","8","4","87.5","2.7777777777777777","0.2","0.009197016049161528","1.0","0.44760435943727767","6","3","4","0.6875000000000002","1.0"
"group_5527","","hypothetical protein","8","4","56","140","12.5","97.22222222222221","5.0","0.009197016049161528","1.0","0.44760435943727767","6","4","4","0.6875000000000002","0.6875000000000002"
"group_6136","rbn","Ribonuclease BN","8","4","56","140","12.5","97.22222222222221","5.0","0.009197016049161528","1.0","0.44760435943727767","6","5","3","0.21875000000000003","1.0"
"group_6653","","hypothetical protein","8","4","56","140","12.5","97.22222222222221","5.0","0.009197016049161528","1.0","0.44760435943727767","7","3","4","0.9999999999999998","0.9999999999999998"
"fdxB","","Ferredoxin-3","8","4","56","140","12.5","97.22222222222221","5.0","0.009197016049161528","1.0","0.44760435943727767","8","5","4","0.7265625000000002","1.0"
"group_7347","","hypothetical protein","8","4","56","140","12.5","97.22222222222221","5.0","0.009197016049161528","1.0","0.44760435943727767","7","4","3","0.9999999999999998","0.9999999999999998"
"ybiB","","Anthranilate phosphoribosyltransferase","29","94","35","50","45.3125","34.72222222222222","0.44072948328267475","0.009209429611651472","1.0","0.44786946986587356","22","14","15","0.13380050659179688","0.2862787246704102"
"nqrC","","Na(+)-translocating NADH-quinone reductase subunit C","47","78","17","66","73.4375","45.83333333333333","2.339366515837104","0.009362434778833386","1.0","0.45462257882626683","13","8","9","0.26684570312499983","0.5810546875"
"gltI","","Glutamate/aspartate import solute-binding protein","17","66","47","78","26.5625","54.166666666666664","0.4274661508704062","0.009362434778833386","1.0","0.45462257882626683","7","7","3","0.015625","0.9999999999999998"
"pfkA","","ATP-dependent 6-phosphofructokinase isozyme 1","52","90","12","54","81.25","37.5","2.6","0.009438439887640936","1.0","0.45751143323465454","10","6","8","0.10937500000000003","0.7539062500000002"
"group_2477","","hypothetical protein","12","54","52","90","18.75","62.5","0.38461538461538464","0.009438439887640936","1.0","0.45751143323465454","22","10","13","0.5234670639038081","0.831811904907225"
"yaeQ","","putative protein YaeQ","43","121","21","23","67.1875","15.972222222222221","0.3892168437622983","0.009457508745685333","1.0","0.45751143323465454","20","13","12","0.2631759643554687","0.5034446716308595"
"fdhD","","Sulfur carrier protein FdhD","43","121","21","23","67.1875","15.972222222222221","0.3892168437622983","0.009457508745685333","1.0","0.45751143323465454","17","9","15","0.002349853515625","0.9999999999999998"
"xerC_3","","Tyrosine recombinase XerC","21","23","43","121","32.8125","84.02777777777779","2.5692618806875633","0.009457508745685335","1.0","0.45751143323465454","19","11","11","0.6476058959960938","0.6476058959960938"
"group_3288","","hypothetical protein","2","22","62","122","3.125","84.72222222222221","0.17888563049853373","0.009582198675033599","1.0","0.4613175905518227","6","2","5","0.21875000000000003","0.6875000000000002"
"group_4304","","hypothetical protein","2","22","62","122","3.125","84.72222222222221","0.17888563049853373","0.009582198675033599","1.0","0.4613175905518227","5","2","3","1.0","1.0"
"group_4545","","hypothetical protein","2","22","62","122","3.125","84.72222222222221","0.17888563049853373","0.009582198675033599","1.0","0.4613175905518227","8","2","6","0.2890624999999999","0.2890624999999999"
"group_4551","","hypothetical protein","2","22","62","122","3.125","84.72222222222221","0.17888563049853373","0.009582198675033599","1.0","0.4613175905518227","11","2","11","0.0009765625","0.06542968749999997"
"group_4395","","hypothetical protein","2","23","62","121","3.125","84.02777777777779","0.1697054698457223","0.009586416465403168","1.0","0.4613175905518227","11","2","9","0.06542968749999997","0.06542968749999997"
"group_4530","","hypothetical protein","2","23","62","121","3.125","84.02777777777779","0.1697054698457223","0.009586416465403168","1.0","0.4613175905518227","5","2","4","0.375","1.0"
"group_4675","","hypothetical protein","2","23","62","121","3.125","84.02777777777779","0.1697054698457223","0.009586416465403168","1.0","0.4613175905518227","12","2","10","0.038574218750000014","0.038574218750000014"
"lagD","","hypothetical protein","12","53","52","91","18.75","63.19444444444444","0.39622641509433965","0.009729642897485647","1.0","0.4678597393584515","23","10","16","0.09313964843749999","0.6776394844055175"
"liuE","","3-hydroxy-3-isohexenylglutaryl-CoA/hydroxy-methylglutaryl-CoA lyase","27","90","37","54","42.1875","37.5","0.43783783783783786","0.009751195549976758","1.0","0.46854567496528826","16","9","12","0.076812744140625","0.8036193847656252"
"ampC","","D-aminopeptidase","35","106","29","38","54.6875","26.38888888888889","0.43266102797657774","0.009851924623693761","1.0","0.47303217773106465","26","13","15","0.5571970939636235","1.0"
"group_2795","","hypothetical protein","9","45","55","99","14.0625","68.75","0.36","0.00993887581304905","1.0","0.476495350407708","12","7","9","0.14599609375000003","0.7744140625000003"
"group_2996","","hypothetical protein","9","45","55","99","14.0625","68.75","0.36","0.00993887581304905","1.0","0.476495350407708","11","7","9","0.06542968749999997","0.548828125"
"znuA","","High-affinity zinc uptake system protein ZnuA","40","115","24","29","62.5","20.13888888888889","0.42028985507246375","0.009952233140061122","1.0","0.4767801943425258","12","8","8","0.3876953125000001","0.3876953125000001"
"cbdA","","Carnitine monooxygenase oxygenase subunit","20","74","44","70","31.25","48.61111111111111","0.42997542997543","0.010004694178452844","1.0","0.477570471744168","24","14","17","0.06391465663909912","0.5412561893463136"
"ygiW","","Protein YgiW","20","74","44","70","31.25","48.61111111111111","0.42997542997543","0.010004694178452844","1.0","0.477570471744168","21","8","17","0.0071973800659179705","0.38331031799316395"
"group_1924","","hypothetical protein","20","74","44","70","31.25","48.61111111111111","0.42997542997543","0.010004694178452844","1.0","0.477570471744168","16","7","13","0.021270751953125","0.8036193847656252"
"yqjD","","putative protein YqjD","20","74","44","70","31.25","48.61111111111111","0.42997542997543","0.010004694178452844","1.0","0.477570471744168","6","6","3","0.03125","1.0"
