"Gene","Non-unique Gene name","Annotation","Number_pos_present_in","Number_neg_present_in","Number_pos_not_present_in","Number_neg_not_present_in","Sensitivity","Specificity","Odds_ratio","Naive_p","Bonferroni_p","Benjamini_H_p","Max_Pairwise_comparisons","Max_supporting_pairs","Max_opposing_pairs","Best_pairwise_comp_p","Worst_pairwise_comp_p"
"group_3929","","hypothetical protein","3","32","61","112","4.6875","77.77777777777779","0.1721311475409836","0.0011778343901776766","1.0","0.12353042541421373","4","3","1","0.625","0.625"
"tauD","","Alpha-ketoglutarate-dependent taurine dioxygenase","15","69","49","75","23.4375","52.083333333333336","0.33274179236912155","0.0012041004327418016","1.0","0.1260795129013081","20","14","9","0.11531829833984371","0.8238029479980463"
"group_6639","","hypothetical protein","7","1","57","143","10.9375","99.30555555555556","17.56140350877193","0.0012381441508826588","1.0","0.12797672926751932","4","4","1","0.125","0.625"
"group_6953","","hypothetical protein","7","1","57","143","10.9375","99.30555555555556","17.56140350877193","0.0012381441508826588","1.0","0.12797672926751932","3","3","1","0.25","1.0"
"group_7258","","hypothetical protein","7","1","57","143","10.9375","99.30555555555556","17.56140350877193","0.0012381441508826588","1.0","0.12797672926751932","3","3","1","0.25","1.0"
"group_7938","","hypothetical protein","7","1","57","143","10.9375","99.30555555555556","17.56140350877193","0.0012381441508826588","1.0","0.12797672926751932","4","3","1","0.625","0.625"
"group_8238","","hypothetical protein","7","1","57","143","10.9375","99.30555555555556","17.56140350877193","0.0012381441508826588","1.0","0.12797672926751932","5","4","1","0.375","0.375"
"group_8501","","hypothetical protein","7","1","57","143","10.9375","99.30555555555556","17.56140350877193","0.0012381441508826588","1.0","0.12797672926751932","4","4","1","0.125","0.625"
"group_8569","","hypothetical protein","7","1","57","143","10.9375","99.30555555555556","17.56140350877193","0.0012381441508826588","1.0","0.12797672926751932","6","5","1","0.21875000000000003","0.21875000000000003"
"group_8699","natB","ABC transporter permease protein NatB","7","1","57","143","10.9375","99.30555555555556","17.56140350877193","0.0012381441508826588","1.0","0.12797672926751932","3","3","1","0.25","1.0"
"choD","","putative GMC-type oxidoreductase","8","49","56","95","12.5","65.97222222222221","0.27696793002915454","0.0012549288225043405","1.0","0.12912828362488332","14","5","12","0.012939453124999998","0.4239501953124999"
"group_2825","","hypothetical protein","8","49","56","95","12.5","65.97222222222221","0.27696793002915454","0.0012549288225043405","1.0","0.12912828362488332","6","5","6","0.03125","0.21875000000000003"
"rpmH","","50S ribosomal protein L34","58","101","6","43","90.625","29.86111111111111","4.115511551155116","0.0012553106541436916","1.0","0.12912828362488332","13","10","4","0.09228515625000003","0.26684570312499983"
"yihV","","hypothetical protein","15","68","49","76","23.4375","52.77777777777778","0.34213685474189676","0.0012605131203196136","1.0","0.1294563083362113","11","5","9","0.06542968749999997","0.9999999999999997"
"group_2697","irpA","hypothetical protein","11","58","53","86","17.1875","59.72222222222222","0.3077423552374756","0.001293201568416414","1.0","0.13235261293908882","15","9","11","0.11846923828124997","0.6072387695312501"
"group_4186","","hypothetical protein","16","11","48","133","25.0","92.36111111111111","4.03030303030303","0.0012935143835542061","1.0","0.13235261293908882","21","11","10","1.0","1.0"
"group_3220","","hypothetical protein","11","5","53","139","17.1875","96.52777777777779","5.769811320754717","0.001296948968776749","1.0","0.13235261293908882","10","9","2","0.021484374999999997","0.10937500000000003"
"group_5311","","hypothetical protein","11","5","53","139","17.1875","96.52777777777779","5.769811320754717","0.001296948968776749","1.0","0.13235261293908882","6","5","1","0.21875000000000003","0.21875000000000003"
"group_1852","","putative protein","26","94","38","50","40.625","34.72222222222222","0.3639417693169093","0.001320394625039978","1.0","0.13436833145977967","12","10","9","0.038574218750000014","0.14599609375000003"
"group_2997","","hypothetical protein","6","42","58","102","9.375","70.83333333333334","0.2512315270935961","0.0013229713927927788","1.0","0.13436833145977967","13","5","10","0.09228515625000003","0.5810546875"
"group_3189","","hypothetical protein","6","42","58","102","9.375","70.83333333333334","0.2512315270935961","0.0013229713927927788","1.0","0.13436833145977967","6","5","4","0.21875000000000003","0.6875000000000002"
"group_5242","","hypothetical protein","13","7","51","137","20.3125","95.13888888888889","4.988795518207283","0.001365414086946296","1.0","0.1384603108262844","16","10","7","0.45449829101562506","0.8036193847656252"
"acpP_2","","hypothetical protein","25","92","39","52","39.0625","36.11111111111111","0.36231884057971014","0.001371371217337057","1.0","0.13884539674616805","31","19","16","0.28104151505976926","0.9999999999999994"
"mepS","","hypothetical protein","44","127","20","17","68.75","11.805555555555555","0.29448818897637796","0.0013891167897295683","1.0","0.14019439088326777","14","9","12","0.012939453124999998","0.4239501953124999"
"pucB","","hypothetical protein","17","73","47","71","26.5625","49.30555555555556","0.35179248032643545","0.0013912370531415723","1.0","0.14019439088326777","24","12","17","0.06391465663909912","1.0"
"rayT","","hypothetical protein","17","73","47","71","26.5625","49.30555555555556","0.35179248032643545","0.0013912370531415723","1.0","0.14019439088326777","29","10","22","0.008130058646202087","0.13604594767093656"
"arcC1","","Carbamate kinase 1","16","70","48","74","25.0","51.388888888888886","0.3523809523809524","0.0013991697248098693","1.0","0.14055315746523642","25","15","14","0.4243562221527101","0.690037965774536"
"chaA","","Sodium-potassium/proton antiporter ChaA","16","70","48","74","25.0","51.388888888888886","0.3523809523809524","0.0013991697248098693","1.0","0.14055315746523642","19","6","15","0.019210815429687503","0.16706848144531244"
"oprM_1","","Outer membrane protein OprM","46","130","18","14","71.875","9.722222222222223","0.27521367521367524","0.001420024576069204","1.0","0.1424255850547039","20","13","14","0.11531829833984371","0.2631759643554687"
"lasA","","Protease LasA","10","4","54","140","15.625","97.22222222222221","6.481481481481482","0.0014419049249759803","1.0","0.14439487465986098","8","5","3","0.7265625000000002","0.7265625000000002"
"group_1973","","hypothetical protein","19","78","45","66","29.6875","45.83333333333333","0.3572649572649573","0.001472359433562416","1.0","0.14542943882909526","29","15","18","0.26493089646101","0.9999999999999997"
"group_5749","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","7","6","2","0.125","0.4531249999999996"
"group_5781","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","6","6","2","0.03125","0.6875000000000002"
"group_6870","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","2","2","1","0.5","1.0"
"group_7297","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","7","6","2","0.125","0.4531249999999996"
"mtnB_2","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","2","2","1","0.5","1.0"
"group_7316","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","9","7","2","0.17968750000000003","0.17968750000000003"
"group_7383","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","6","5","2","0.21875000000000003","0.6875000000000002"
"group_7517","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","4","3","2","0.625","1.0"
"group_7561","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","5","4","1","0.375","0.375"
"group_7633","","hypothetical protein","8","2","56","142","12.5","98.61111111111111","10.142857142857142","0.0014818793197644005","1.0","0.14542943882909526","4","3","2","0.625","1.0"
"oadG","","oxaloacetate decarboxylase gamma chain","39","53","25","91","60.9375","63.19444444444444","2.678490566037736","0.001484364097310443","1.0","0.14542943882909526","14","10","9","0.17956542968750003","0.4239501953124999"
"pqqD","","PqqA binding protein","12","60","52","84","18.75","58.333333333333336","0.3230769230769231","0.0014861666689072435","1.0","0.14542943882909526","16","9","11","0.21011352539062492","0.8036193847656252"
"pqqB","","Coenzyme PQQ synthesis protein B","12","60","52","84","18.75","58.333333333333336","0.3230769230769231","0.0014861666689072435","1.0","0.14542943882909526","16","9","11","0.21011352539062492","0.8036193847656252"
"pqqC","","Pyrroloquinoline-quinone synthase","12","60","52","84","18.75","58.333333333333336","0.3230769230769231","0.0014861666689072435","1.0","0.14542943882909526","16","9","11","0.21011352539062492","0.8036193847656252"
"dltA","","hypothetical protein","24","89","40","55","37.5","38.19444444444444","0.3707865168539326","0.0014913809567399564","1.0","0.14571789223369078","31","18","17","0.4731296598911284","0.7201001318171611"
"pdtaR","","putative transcriptional regulatory protein pdtaR","23","87","41","57","35.9375","39.58333333333333","0.3675357443229605","0.0014961581317783964","1.0","0.14596282617627448","21","10","16","0.026603698730468753","1.0"
"phnD1","","hypothetical protein","22","85","42","59","34.375","40.97222222222222","0.36358543417366945","0.0014989302966061677","1.0","0.14601170863501078","26","17","15","0.16863754391670224","0.5571970939636235"
"mccF","","Microcin C7 self-immunity protein MccF","9","3","55","141","14.0625","97.91666666666666","7.6909090909090905","0.0015231102770615654","1.0","0.14814263664533298","8","5","3","0.7265625000000002","0.7265625000000002"
"ydbD","","putative manganese catalase","5","39","59","105","7.8125","72.91666666666666","0.22816166883963493","0.0015342189406036075","1.0","0.14832551866217525","13","5","9","0.26684570312499983","0.5810546875"
"group_3331","","hypothetical protein","5","39","59","105","7.8125","72.91666666666666","0.22816166883963493","0.0015342189406036075","1.0","0.14832551866217525","4","4","2","0.125","1.0"
"group_3504","","hypothetical protein","5","39","59","105","7.8125","72.91666666666666","0.22816166883963493","0.0015342189406036075","1.0","0.14832551866217525","5","3","5","0.0625","1.0"
"group_4244","","hypothetical protein","5","39","59","105","7.8125","72.91666666666666","0.22816166883963493","0.0015342189406036075","1.0","0.14832551866217525","5","5","2","0.0625","1.0"
"yciB_2","","hypothetical protein","19","77","45","67","29.6875","46.52777777777778","0.3673881673881674","0.0015870250840281756","1.0","0.1532003448607439","29","15","18","0.26493089646101","0.9999999999999997"
"ydaF","","hypothetical protein","32","105","32","39","50.0","27.083333333333332","0.37142857142857144","0.0015992206704281411","1.0","0.15414617109819434","25","17","17","0.10775214433670036","0.10775214433670036"
"ackA","","Acetate kinase","59","106","5","38","92.1875","26.38888888888889","4.230188679245283","0.0016286411479674826","1.0","0.15581394054163308","9","6","5","0.5078125","1.0"
"group_3483","","hypothetical protein","5","38","59","106","7.8125","73.61111111111111","0.23639607493309545","0.0016286411479674826","1.0","0.15581394054163308","4","4","3","0.125","0.625"
"yycJ","","Putative metallo-hydrolase YycJ","5","38","59","106","7.8125","73.61111111111111","0.23639607493309545","0.0016286411479674826","1.0","0.15581394054163308","7","5","6","0.125","0.4531249999999996"
"group_3898","","hypothetical protein","5","38","59","106","7.8125","73.61111111111111","0.23639607493309545","0.0016286411479674826","1.0","0.15581394054163308","8","3","6","0.2890624999999999","0.7265625000000002"
"group_4721","","hypothetical protein","5","38","59","106","7.8125","73.61111111111111","0.23639607493309545","0.0016286411479674826","1.0","0.15581394054163308","2","2","2","0.5","0.5"
"group_3038","","butyrate:acetyl-CoA coenzyme A-transferase","7","45","57","99","10.9375","68.75","0.27017543859649124","0.001649689606510944","1.0","0.15712621406251126","9","6","8","0.0390625","0.5078125"
"group_3042","","hypothetical protein","7","45","57","99","10.9375","68.75","0.27017543859649124","0.001649689606510944","1.0","0.15712621406251126","5","5","4","0.0625","0.375"
"group_3120","","hypothetical protein","7","45","57","99","10.9375","68.75","0.27017543859649124","0.001649689606510944","1.0","0.15712621406251126","6","5","4","0.21875000000000003","0.6875000000000002"
"yfcD","","putative Nudix hydrolase YfcD","23","86","41","58","35.9375","40.27777777777778","0.37833238797504254","0.0016605066387446912","1.0","0.1579225330052292","18","9","13","0.09625244140624999","1.0"
"group_1623","","hypothetical protein","34","42","30","102","53.125","70.83333333333334","2.7523809523809524","0.001669419631661498","1.0","0.15813439735197912","7","6","6","0.125","0.125"
"parE1","","hypothetical protein","26","27","38","117","40.625","81.25","2.9649122807017543","0.0016893803008941719","1.0","0.15813439735197912","32","18","18","0.5966148958541448","0.5966148958541448"
"eamA_1","","hypothetical protein","13","62","51","82","20.3125","56.94444444444444","0.3371283997469956","0.0016949885130661993","1.0","0.15813439735197912","21","8","16","0.026603698730468753","0.38331031799316395"
"group_2137","","hypothetical protein","13","62","51","82","20.3125","56.94444444444444","0.3371283997469956","0.0016949885130661993","1.0","0.15813439735197912","24","9","19","0.006610751152038574","0.3074562549591064"
"rssB_2","","putative sugar-binding periplasmic protein","13","62","51","82","20.3125","56.94444444444444","0.3371283997469956","0.0016949885130661993","1.0","0.15813439735197912","16","11","10","0.21011352539062492","0.45449829101562506"
"irpA","","hypothetical protein","13","62","51","82","20.3125","56.94444444444444","0.3371283997469956","0.0016949885130661993","1.0","0.15813439735197912","14","10","10","0.17956542968750003","0.17956542968750003"
"group_4723","","hypothetical protein","1","23","63","121","1.5625","84.02777777777779","0.08350586611456176","0.0016954471453136243","1.0","0.15813439735197912","1","1","1","1.0","1.0"
"group_4762","","hypothetical protein","1","23","63","121","1.5625","84.02777777777779","0.08350586611456176","0.0016954471453136243","1.0","0.15813439735197912","4","1","4","0.125","0.625"
"group_4867","","hypothetical protein","1","23","63","121","1.5625","84.02777777777779","0.08350586611456176","0.0016954471453136243","1.0","0.15813439735197912","1","1","1","1.0","1.0"
"group_4967","","hypothetical protein","1","23","63","121","1.5625","84.02777777777779","0.08350586611456176","0.0016954471453136243","1.0","0.15813439735197912","2","1","1","1.0","1.0"
"group_5167","mnmC_2","tRNA 5-methylaminomethyl-2-thiouridine biosynthesis bifunctional protein MnmC","1","23","63","121","1.5625","84.02777777777779","0.08350586611456176","0.0016954471453136243","1.0","0.15813439735197912","2","1","1","1.0","1.0"
"group_5227","","hypothetical protein","1","23","63","121","1.5625","84.02777777777779","0.08350586611456176","0.0016954471453136243","1.0","0.15813439735197912","1","1","1","1.0","1.0"
"group_5228","","hypothetical protein","1","23","63","121","1.5625","84.02777777777779","0.08350586611456176","0.0016954471453136243","1.0","0.15813439735197912","3","1","2","1.0","1.0"
